n,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Wade Baldwin,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,NA
Anfernee Simons,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,NA
Bojan Bogdanovic,4,33.3,6,1,2,2,2,33.3,12,0,100,4,4,2,14,37:18:00,4,3,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,19.5
Thaddeus Young,3,50,2,0,3,4,1,46.2,13,1,75,4,6,3,16,31:14:00,7,0,0,2,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,25
Myles Turner,0,0,1,0,2,9,0,41.7,12,4,0,4,5,5,10,31:54:00,2,1,3,1,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,32.5
Victor Oladipo,1,33.3,6,1,3,9,2,37.5,24,0,100,1,9,9,21,36:00:00,9,7,0,1,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,45.5
Darren Collison,1,0,1,0,1,2,0,57.1,14,1,50,2,8,1,17,36:05:00,9,6,0,2,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,33
Domantas Sabonis,2,0,0,2,2,8,0,66.7,3,0,66.7,3,2,8,6,23:51,-18,2,1,2,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,22
Tyreke Evans,2,50,2,2,2,0,1,40,5,0,100,2,2,0,7,14:32,-22,0,1,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,8
Cory Joseph,0,0,0,1,2,0,0,25,4,0,0,0,1,0,2,14:30,-20,0,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,1
Doug McDermott,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,10:33,-14,0,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,0
TJ Leaf,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,4:03,-7,0,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,0
Aaron Holiday,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,NA
Kyle OQuinn,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,NA
Edmond Sumner,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,NA
Vince Carter,0,0,3,1,1,4,0,28.6,7,1,0,0,2,3,4,20:17,-9,2,0,2,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,16
Taurean Prince,2,16.7,6,3,3,6,1,9.1,11,1,100,2,1,5,5,25:34:00,-16,2,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,14
Alex Len,1,33.3,3,1,4,2,1,60,5,2,50,2,3,0,8,14:30,-12,0,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,13
Kent Bazemore,2,40,5,2,3,3,2,43.8,16,0,40,5,7,3,18,32:33:00,-15,1,2,2,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,34.5
Trae Young,0,16.7,6,0,1,2,1,38.5,13,0,0,0,5,2,11,29:13:00,-14,8,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,27
Dewayne Dedmon,2,50,2,0,3,5,1,50,8,0,100,2,4,5,11,23:06,-9,0,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,19
Omari Spellman,2,25,4,0,1,6,1,36.4,11,4,50,4,4,2,11,23:15,-12,0,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,20
DeAndre Bembry,1,0,2,2,0,7,0,28.6,7,1,50,2,2,6,5,24:18:00,-7,2,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,15
Jeremy Lin,2,0,1,1,0,2,0,50,4,0,100,2,2,2,6,9:19,-6,0,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,5
Kevin Huerter,2,0,2,1,1,3,0,0,3,0,100,2,0,3,2,17:21,-5,1,1,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,6.5
Miles Plumlee,0,0,0,2,1,6,0,75,4,1,0,0,3,5,6,9:46,-1,3,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,17.5
Tyler Dorsey,0,0,1,0,0,0,0,33.3,3,0,0,0,1,0,2,5:42,0,1,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,3.5
Jaylen Adams,0,50,2,0,0,1,1,50,2,0,0,0,1,1,3,5:06,1,0,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,6
Robert Covington,0,33.3,9,3,2,6,3,33.3,12,1,0,0,4,5,11,31:05:00,21,1,2,3,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,36.5
Dario Saric,2,0,5,1,1,9,0,11.1,9,3,100,2,1,6,4,26:08:00,16,1,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,14.5
Joel Embiid,4,0,2,4,3,6,0,33.3,9,2,100,4,3,4,10,29:35:00,12,6,2,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,23
Markelle Fultz,1,20,5,1,3,4,1,43.8,16,2,50,2,7,2,16,25:26:00,-2,7,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,30.5
Ben Simmons,5,0,0,2,3,12,0,72.7,11,5,100,5,8,7,21,26:54:00,19,9,1,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,42.5
JJ Redick,2,36.4,11,3,3,8,4,26.7,15,0,100,2,4,8,14,25:16:00,18,3,1,2,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,38.5
Amir Johnson,0,0,0,0,2,6,0,50,2,1,0,0,1,5,2,14:37,6,3,1,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,15.5
Mike Muscala,0,66.7,6,1,1,5,4,71.4,7,1,0,0,5,4,14,18:52,7,0,1,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,29
Landry Shamet,3,40,5,1,2,1,2,50,8,0,100,3,4,1,13,24:42:00,8,2,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,20
Jonah Bolden,0,0,3,1,1,1,0,40,5,0,0,0,2,1,4,6:48,1,0,1,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,7
TJ McConnell,0,0,0,2,1,4,0,33.3,3,1,0,0,1,3,2,6:02,-2,1,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,5.5
Furkan Korkmaz,0,0,1,0,0,2,0,50,2,0,0,0,1,2,2,4:35,1,0,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""""","Scott""""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,4
Iman Shumpert,0,50,4,0,2,1,2,42.9,7,0,0,0,3,1,8,26:50:00,17,1,0,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,14.5
Nemanja Bjelica,2,42.9,7,1,5,5,3,46.7,15,3,50,4,7,2,19,32:31:00,11,5,2,1,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,43.5
Willie CauleyStein,4,0,0,0,4,13,0,64.7,17,2,57.1,7,11,11,26,33:48:00,23,1,1,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,39.5
Buddy Hield,3,66.7,6,3,2,8,4,57.1,14,0,75,4,8,8,23,35:30:00,10,5,1,2,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,49.5
DeAaron Fox,3,50,2,6,1,4,1,53.3,15,1,60,5,8,3,20,34:02:00,15,8,1,2,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,38
Justin Jackson,2,0,3,0,3,2,0,16.7,6,0,100,2,1,2,4,21:55,-6,2,1,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,10
Marvin Bagley,0,100,1,2,2,5,1,42.9,7,2,0,0,3,3,7,16:57,-5,1,2,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,19.5
Kosta Koufos,0,0,0,0,1,4,0,75,4,1,0,0,3,3,6,11:59,-10,0,0,1,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,13
Frank Mason,1,33.3,3,0,3,3,1,25,8,0,33.3,3,2,3,6,17:36,-3,5,0,1,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,20.5
Yogi Ferrell,0,0,0,0,0,1,0,50,4,0,0,0,2,1,4,8:52,-2,0,0,1,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,8
Harry Giles,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,NA
Ben McLemore,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,NA
Troy Williams,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,NA
Rodney McGruder,0,25,4,2,3,2,1,37.5,8,0,0,0,3,2,7,32:22:00,-12,6,0,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,18
Kelly Olynyk,0,20,5,2,2,2,1,14.3,7,0,0,0,1,2,3,15:45,-9,0,1,1,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,11
Hassan Whiteside,2,0,0,6,3,24,0,70,10,5,33.3,6,7,19,16,29:01:00,-4,0,5,2,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,53
Josh Richardson,7,40,10,0,4,3,4,47.6,21,2,100,7,10,1,31,36:34:00,6,0,3,2,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,50
Goran Dragic,2,50,8,2,3,1,4,46.7,15,0,100,2,7,1,20,31:06:00,-19,5,0,2,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,38.5
Justise Winslow,3,0,2,1,1,5,0,33.3,9,4,60,5,3,1,9,23:53,-4,2,0,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,13
Dwyane Wade,2,40,5,2,2,3,2,20,10,1,100,2,2,2,8,27:21:00,-12,3,0,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,15.5
Tyler Johnson,4,20,5,1,3,4,1,37.5,8,0,66.7,6,3,4,11,24:59:00,10,4,0,2,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,24
Bam Adebayo,4,0,0,2,0,8,0,50,4,1,66.7,6,2,7,8,18:59,-6,0,0,1,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,13
Wayne Ellington,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,NA
Udonis Haslem,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,NA
Derrick Jones,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""""","Blair""""",Sterling,SACRAMENTO,SAC,MIA,NA
Jared Dudley,0,0,4,1,2,2,0,0,4,0,0,0,0,2,0,18:12,-5,3,1,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,8.5
Joe Harris,0,60,5,1,2,1,3,44.4,9,1,0,0,4,0,11,27:33:00,-11,2,0,2,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,26
Jarrett Allen,3,0,1,0,2,6,0,33.3,6,2,75,4,2,4,7,20:29,-15,3,2,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,20.5
Caris LeVert,0,0,6,2,3,2,0,18.2,11,0,0,0,2,2,4,29:29:00,-23,5,0,2,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,17.5
DAngelo Russell,2,42.9,7,2,1,3,3,40,10,1,100,2,4,2,13,27:19:00,-14,2,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,21
Rondae HollisJefferson,0,0,1,1,2,7,0,53.3,15,3,0,0,8,4,16,27:00:00,-11,0,2,1,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,31
Allen Crabbe,3,16.7,6,0,1,2,1,25,8,0,60,5,2,2,8,25:00:00,-8,1,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,10.5
Spencer Dinwiddie,3,33.3,6,1,3,1,2,60,10,0,100,3,6,1,17,25:24:00,-6,3,2,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,28.5
Shabazz Napier,4,100,2,1,1,0,2,50,6,0,100,4,3,0,12,18:53,3,3,0,1,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,18.5
Ed Davis,2,0,0,0,3,6,0,50,4,4,50,4,2,2,6,12:23,-1,0,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,10
Dzanan Musa,0,0,0,0,0,0,0,100,1,0,0,0,1,0,2,4:09,-2,0,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,2
Kenneth Faried,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,4:09,-2,0,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,1
Damyean Dotson,1,16.7,6,2,2,5,1,40,10,1,100,1,4,4,10,28:00:00,21,0,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,14
Noah Vonleh,2,0,1,1,4,10,0,50,6,3,100,2,3,7,8,28:39:00,17,2,1,1,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,24
Mitchell Robinson,1,0,0,0,3,3,0,100,5,2,50,2,5,1,11,15:07,6,1,1,1,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,20.5
Tim Hardaway,6,37.5,8,2,1,5,3,42.1,19,1,85.7,7,8,4,25,34:54:00,11,8,0,1,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,43
Frank Ntilikina,3,60,5,0,2,5,3,38.5,13,1,100,3,5,4,16,31:35:00,15,4,1,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,33
Mario Hezonja,0,50,2,1,2,4,1,41.7,12,0,0,0,5,4,11,20:13,3,1,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,17.5
Enes Kanter,1,0,0,6,3,15,0,53.8,13,6,100,1,7,9,15,26:19:00,6,2,0,1,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,29
Allonzo Trier,2,0,1,0,1,5,0,71.4,7,1,100,2,5,4,12,24:41:00,2,2,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,18
Trey Burke,0,100,1,0,0,0,1,50,4,0,0,0,2,0,5,14:01,0,0,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,7
Lance Thomas,0,0,0,1,3,1,0,50,2,1,0,0,1,0,2,9:19,2,0,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,2
Emmanuel Mudiay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:24,4,0,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,0
Luke Kornet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:24,4,1,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,1.5
Ron Baker,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:24,4,0,0,1,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""""","Guthrie""""",Goble,NEW,BKN,NYK,3
Kevin Durant,3,25,4,0,2,2,1,55.6,9,0,100,3,5,2,14,28:08:00,45,7,1,1,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,31.5
Draymond Green,1,0,1,0,0,7,0,20,5,1,50,2,1,6,3,25:07:00,34,12,2,1,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,36
Damian Jones,0,0,0,0,4,2,0,50,2,0,0,0,1,2,2,13:50,13,0,0,1,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,7
Klay Thompson,2,58.3,24,2,2,4,14,62.1,29,0,100,2,18,4,52,26:33:00,28,0,0,2,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,86
Stephen Curry,7,50,4,1,3,8,2,77.8,9,0,100,7,7,8,23,24:50:00,27,5,0,2,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,40.5
Kevon Looney,1,0,0,0,0,5,0,60,5,0,50,2,3,5,7,17:17,-6,0,0,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,11
Jonas Jerebko,0,100,2,1,5,5,2,100,4,1,0,0,4,4,10,19:40,5,2,0,1,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,24
Alfonzo McKinnie,1,66.7,6,0,4,10,4,46.7,15,5,25,4,7,5,19,26:59:00,13,1,1,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,40.5
Andre Iguodala,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,7:06,16,4,0,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,7
Jordan Bell,1,0,0,1,4,2,0,50,2,0,33.3,3,1,2,3,17:32,-15,0,3,1,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,15
Quinn Cook,3,25,4,1,1,2,1,50,12,0,100,3,6,2,16,16:53,-19,1,0,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,17.5
Jacob Evans,0,0,0,1,2,1,0,0,4,1,0,0,0,0,0,16:05,-16,2,0,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,3
Justin Holiday,0,42.9,7,2,2,2,3,33.3,9,1,0,0,3,1,9,28:32:00,-32,5,0,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,22.5
Chandler Hutchison,3,0,1,1,1,2,0,0,1,1,75,4,0,1,3,22:56,-14,0,1,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,4
Wendell Carter,4,0,2,0,2,7,0,53.8,13,1,80,5,7,6,18,26:45:00,-20,4,0,1,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,30
Zach LaVine,3,33.3,6,4,2,7,2,47.1,17,1,75,4,8,6,21,26:54:00,-35,2,0,2,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,34
Cameron Payne,4,33.3,3,0,1,3,1,55.6,9,1,100,4,5,2,15,20:05,-25,1,1,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,20.5
Jabari Parker,1,0,3,1,0,9,0,46.7,15,2,20,5,7,7,15,26:22:00,-1,5,1,1,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,35.5
Cristiano Felicio,0,0,0,0,2,7,0,60,5,3,0,0,3,4,6,21:15,-5,0,0,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,13
Ryan Arcidiacono,0,20,5,0,4,1,1,20,5,0,0,0,1,1,3,27:55:00,0,3,0,1,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,13.5
Antonio Blakeney,3,66.7,6,0,1,2,4,58.3,12,1,75,4,7,1,21,21:06,10,1,0,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""""","Wright""""",Workman,GOLDEN,GSW,CHI,29.5
