Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1QH,2QH,3QH,4QH,1QA,2QA,3QA,4QA,Total_H,Total_A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year,Years,Pos,Ht,Wt,Last_Game_TOV,AverageTOV,Last_Game_REB,AverageREB,Last_Game_3PM,Average3PM,Last_Game_FGM,AverageFGM,Last_Game_PTS,AveragePTS,Last_Game_AST,AverageAST,Last_Game_STL,AverageSTL,Last_Game_BLK,AverageBLK
Khris Middleton,1,44.4,9,3,1,4,4,57.1,14,0,50,2,8,4,21,34:50:00,11,2,0,1,11/24/2018,281,36,32,34,27,37,30,28,40,135,129,"Workman""","Fitzgerald""",Taylor,MILWAUKEE,SAS,MIL,35,2019,7,F-G,8-Jun,234,4,2,6,6.6,2,2.2,4,6.4,15,18.6,4,4.6,0,0,1,1.6
Darius Miller,0,33.3,3,1,3,1,1,57.1,7,0,0,0,4,1,9,22:09,2,3,1,0,11/19/2018,245,39,28,30,29,30,38,40,32,140,126,"Smith""","Wright""",Kogut,NEW,SAS,NOP,19,2019,7,F,8-Jun,235,1,1,0,2.2,1,1,1,1.6,3,4.2,0,2,2,1,0,0.2
Darius Miller,0,66.7,3,0,0,2,2,50,4,1,0,0,2,1,6,16:45,-1,0,0,0,11/21/2018,252,23,34,30,33,38,29,29,25,121,120,"Brown""","Scott""",Smith,PHILADELPHIA,NOP,PHI,12,2019,7,F,8-Jun,235,1,0.6,1,2,1,1,4,1.6,9,4.2,3,1.8,1,0.8,0,0.2
Darius Miller,0,33.3,6,1,3,2,2,50,8,0,0,0,4,2,10,30:41:00,-7,0,0,1,11/24/2018,277,34,34,23,23,37,31,22,34,124,114,"Collins""","Zarba""",Petraitis,WASHINGTON,NOP,WAS,18,2019,7,F,8-Jun,235,0,0.6,2,2.2,2,1.4,2,2.4,6,6.2,0,1.6,0,0.8,0,0.2
Patty Mills,0,50,4,1,0,5,2,37.5,8,0,0,0,3,5,8,24:31:00,17,5,0,1,11/18/2018,237,27,21,22,22,33,23,23,25,104,92,"Garretson""","Guthrie""",Ervin,SAN,GSW,SAS,27,2019,10,G,Jun-00,185,0,0.8,4,3.8,2,1.2,5,3.2,12,7.6,5,3.8,0,0.2,0,1.2
Patty Mills,0,0,2,1,2,0,0,25,4,0,0,0,1,0,2,13:22,4,0,0,2,11/19/2018,245,39,28,30,29,30,38,40,32,140,126,"Smith""","Wright""",Kogut,NEW,SAS,NOP,7,2019,10,G,Jun-00,185,1,0.8,5,2.6,2,1,3,3,8,7,5,3.4,0,0,1,1.6
Patty Mills,4,75,4,1,2,2,3,57.1,7,0,100,4,4,2,15,24:44:00,9,3,1,0,11/21/2018,261,30,31,20,23,32,27,18,26,103,104,"Forte""","Barnaky""",Goble,MEMPHIS,MEM,SAS,26,2019,10,G,Jun-00,185,1,0.8,0,2.4,0,1.4,1,3.4,2,9,0,3.2,0,0.2,2,1.2
Patty Mills,0,66.7,3,1,0,1,2,66.7,9,0,0,0,6,1,14,29:16:00,-5,2,0,2,11/23/2018,269,29,25,28,29,23,22,24,31,100,111,"Corbin""","Brown""",Nansel,SAN,SAS,IND,27,2019,10,G,Jun-00,185,1,0.8,2,2.4,3,1.8,4,3.8,15,10.2,3,3,1,0.2,0,1
Patty Mills,5,0,1,0,2,2,0,66.7,3,0,71,7,2,2,9,22:48,18,3,1,0,11/24/2018,281,36,32,34,27,37,30,28,40,135,129,"Workman""","Fitzgerald""",Taylor,MILWAUKEE,SAS,MIL,14,2019,10,G,Jun-00,185,1,0.8,1,2,2,1.4,6,3.2,14,9.6,2,2.6,0,0.4,2,1
Paul Millsap,2,0,4,1,3,9,0,33.3,9,2,100,2,3,7,8,28:50:00,-10,2,1,1,11/19/2018,244,29,27,21,21,25,21,32,26,104,98,"Corbin""","Richardson""",Lewis,MILWAUKEE,DEN,MIL,23,2019,13,F,8-Jun,246,1,1.2,1,5.4,0,1.4,3,4.8,7,14.2,3,3.4,2,1.4,0,1.4
Paul Millsap,1,100,2,1,4,5,2,84.6,13,1,50,2,11,4,25,27:32:00,6,0,1,5,11/21/2018,259,23,27,35,18,25,31,18,27,101,103,"Lindsay""","Workman""",Tiven,DENVER,DEN,MIN,50,2019,13,F,8-Jun,246,1,1.4,9,4.8,0,0.8,3,5.8,8,14.2,2,2.2,1,1.2,1,2.4
Paul Millsap,4,0,0,2,3,7,0,62.5,8,1,100,4,5,6,14,23:58,9,2,2,2,11/23/2018,273,19,22,27,19,21,33,26,32,112,87,"DeRosa""","Malloy""",Twardoski,DENVER,ORL,DEN,30,2019,13,F,8-Jun,246,1,1.2,5,6.2,2,0.6,11,6,25,14.4,0,2.4,1,1.6,5,2.4
Paul Millsap,0,66.7,3,1,3,6,2,42.9,7,0,0,2,3,6,8,28:25:00,2,3,1,1,11/24/2018,279,33,30,16,26,23,19,24,32,98,105,"Wright""","Scott""",Moyer-Gleich,DENVER,DEN,OKC,28,2019,13,F,8-Jun,246,2,1.2,7,5.6,0,0.8,5,5,14,12.4,2,2,2,1.4,2,1.8
Nikola Mirotic,2,75,4,0,3,5,3,57.1,7,1,100,2,4,4,13,28:42:00,12,0,1,1,11/19/2018,245,39,28,30,29,30,38,40,32,140,126,"Smith""","Wright""",Kogut,NEW,SAS,NOP,28,2019,5,F,10-Jun,220,1,0.8,10,9,3,2.6,6,5.4,20,16.2,2,1.2,3,1.6,0,0.4
Nikola Mirotic,5,33.3,6,2,5,13,2,33.3,9,3,83,6,3,10,13,29:16:00,9,0,1,1,11/21/2018,252,23,34,30,33,38,29,29,25,121,120,"Brown""","Scott""",Smith,PHILADELPHIA,NOP,PHI,29,2019,5,F,10-Jun,220,0,1,5,9.6,3,2.4,4,4.8,13,14.8,0,0.8,1,1.2,1,0.6
Nikola Mirotic,5,55.6,9,1,1,9,5,58.3,12,1,100,5,7,8,24,40:12:00,-9,1,0,1,11/24/2018,277,34,34,23,23,37,31,22,34,124,114,"Collins""","Zarba""",Petraitis,WASHINGTON,NOP,WAS,42,2019,5,F,10-Jun,220,2,0.8,13,9.4,2,3,3,4.8,13,16.4,0,0.8,1,1.2,1,0.6
Donovan Mitchell,1,0,1,3,2,1,0,37.5,8,0,50,2,3,1,7,32:02:00,-19,1,1,0,11/19/2018,240,19,28,23,24,32,25,29,35,121,94,"Fraher""","Barnaky""",Taylor,INDIANA,UTA,IND,9,2019,2,G,3-Jun,211,3,2.6,3,2,5,1.4,10,6.4,28,17.6,6,2.8,1,0.8,3,1.6
Donovan Mitchell,5,44.4,9,1,5,2,4,56.5,23,0,100,5,13,2,35,32:29:00,-8,3,1,0,11/21/2018,262,34,26,24,35,23,31,29,27,110,119,"Mauer""","Dalen""",Lane,SACRAMENTO,SAC,UTA,47,2019,2,G,3-Jun,211,3,2.6,1,2.2,0,2.2,3,8.4,7,22.2,1,2.6,1,1,0,1.4
Donovan Mitchell,0,0,4,2,1,3,0,22.2,9,0,0,0,2,3,4,11:33,-2,1,0,2,11/23/2018,275,16,22,25,20,22,16,26,26,90,83,"Garretson""","Ayotte""",Van,LOS,UTA,LAL,13,2019,2,G,3-Jun,211,1,2,2,2.2,4,2,13,8.2,35,21,3,2.2,1,0.8,0,1.8
Malik Monk,0,0,3,0,0,1,0,0,3,0,0,0,0,1,0,7:48,0,1,0,0,11/19/2018,238,24,32,31,25,29,25,30,33,117,112,"Davis""","Taylor""",Smith,CHARLOTTE,BOS,CHA,3,2019,2,G,3-Jun,200,2,1.2,2,2.4,0,0,0,0.6,2,2.8,0,1,0,0,1,0.6
Malik Monk,4,50,6,2,1,2,3,50,8,0,80,5,4,2,15,18:47,-7,1,0,2,11/21/2018,251,30,30,24,25,35,33,37,22,127,109,"Lewis""","Ford""",Scott,CHARLOTTE,IND,CHA,25,2019,2,G,3-Jun,200,0,1.2,1,2.4,0,0.6,0,1.4,0,5.4,1,1.2,0,0,0,0.8
Greg Monroe,1,0,0,0,2,6,0,20,5,2,50,2,1,4,3,13:03,-10,1,0,2,11/21/2018,253,29,26,31,38,24,20,29,35,108,124,"Richardson""","Orr""",Williams,TORONTO,TOR,ATL,16,2019,9,C-F,11-Jun,265,3,1.2,3,4,0,0,3,2.4,7,5.4,2,0.6,0,0,0,0.6
Greg Monroe,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2:53,-1,0,0,0,11/23/2018,268,34,26,30,19,28,31,28,27,114,109,"Foster""","Forte""",Ransom,NEW,NOP,NYK,1,2019,9,C-F,11-Jun,265,0,1.2,6,4.2,0,0,1,2.4,3,5.4,1,0.6,0,0,2,0.6
Jaylen Morris,0,100,1,0,1,1,1,100,3,0,0,0,3,1,7,9:54,11,1,0,1,11/21/2018,258,20,30,29,21,31,41,37,34,143,100,"Fraher""","Blair""",Nansel,MILWAUKEE,POR,MIL,15,2019,2,G,5-Jun,185,1,,1,,0,,0,,0,,0,,0,,0,
Marcus Morris,3,0,2,3,0,8,0,37.5,8,0,100,3,3,8,9,25:35:00,-9,1,0,0,11/19/2018,238,24,32,31,25,29,25,30,33,117,112,"Davis""","Taylor""",Smith,CHARLOTTE,BOS,CHA,13,2019,8,F,9-Jun,235,1,1.8,2,5,0,0.8,1,2.8,3,7.8,1,0.6,0,0,0,0.2
Marcus Morris,4,50,6,1,4,8,3,53.8,13,1,100,4,7,7,21,29:59:00,4,4,0,1,11/21/2018,254,26,39,19,33,18,31,20,40,109,117,"Guthrie""","Kogut""",Green,NEW,NYK,BOS,39,2019,8,F,9-Jun,235,3,1.8,8,6.2,0,1.4,3,4,9,11.4,1,1.2,0,0,0,0.4
Marcus Morris,0,28.6,7,1,1,4,2,30,10,0,0,0,3,4,8,24:27:00,7,2,0,1,11/23/2018,267,45,16,21,32,23,22,19,32,96,114,"Wright""","Tiven""",Goldenberg,BOSTON,BOS,ATL,21,2019,8,F,9-Jun,235,1,1.6,8,5.8,3,1.2,7,3.6,21,10.4,4,1.6,0,0,1,0.4
Marcus Morris,0,33.3,3,0,4,5,1,60,10,1,0,0,6,4,13,29:38:00,-9,2,0,1,11/24/2018,280,26,30,26,22,32,27,28,26,113,104,"Callahan""","Smith""",Goble,DALLAS,BOS,DAL,26,2019,8,F,9-Jun,235,1,1.2,4,5.4,2,1.2,3,4,8,10.8,2,2,0,0,1,0.6
Markieff Morris,0,50,2,1,4,3,1,16.7,6,0,0,0,1,3,3,19:00,-24,1,0,0,11/18/2018,236,32,30,29,28,25,16,29,39,109,119,"Washington""","Forte""",Orr,PORTLAND,POR,WAS,9,2019,8,F,10-Jun,245,2,1.2,2,3.6,0,1,2,2.6,4,7.6,2,1.4,0,0.2,1,0.6
Markieff Morris,4,33.3,6,1,4,5,2,27.3,11,3,100,4,3,2,12,25:20:00,4,2,1,1,11/20/2018,248,40,33,22,23,21,33,32,39,125,118,"Richardson""","Boland""",Goble,WASHINGTON,LAC,WAS,25,2019,8,F,10-Jun,245,1,1,3,4.2,1,1.4,1,2.8,3,9.2,1,1.4,0,0.4,0,0.6
Markieff Morris,4,33.3,6,0,2,5,2,41.7,12,2,100,4,5,3,16,28:51:00,-19,3,1,1,11/23/2018,268,34,26,30,19,28,31,28,27,114,109,"Foster""","Forte""",Ransom,NEW,NOP,NYK,32,2019,8,F,10-Jun,245,1,0.8,5,3.6,2,1.6,3,2.8,12,9.2,2,1.8,1,0.4,1,0.8
Markieff Morris,1,33.3,6,0,5,9,2,50,12,1,50,2,6,8,15,27:41:00,-1,0,1,2,11/24/2018,277,34,34,23,23,37,31,22,34,124,114,"Collins""","Zarba""",Petraitis,WASHINGTON,NOP,WAS,36,2019,8,F,10-Jun,245,0,0.8,5,4.8,2,1.4,5,3.4,16,10,3,1.6,1,0.6,1,1
Monte Morris,0,0,2,1,2,3,0,55.6,9,0,0,0,5,3,10,25:02:00,8,4,0,0,11/19/2018,244,29,27,21,21,25,21,32,26,104,98,"Corbin""","Richardson""",Lewis,MILWAUKEE,DEN,MIL,18,2019,2,G,3-Jun,175,2,1,3,2.6,1,1,6,4.8,13,11,5,5.4,0,0.2,0,0.2
Monte Morris,0,100,1,1,1,3,1,66.7,6,0,0,0,4,3,9,23:09,0,4,0,0,11/21/2018,259,23,27,35,18,25,31,18,27,101,103,"Lindsay""","Workman""",Tiven,DENVER,DEN,MIN,19,2019,2,G,3-Jun,175,1,1.2,3,2.6,0,1,5,5.2,10,11.8,4,4.2,0,0,0,0.2
Monte Morris,0,100,2,0,1,3,2,42.9,7,1,0,0,3,2,8,25:37:00,10,4,0,1,11/23/2018,273,19,22,27,19,21,33,26,32,112,87,"DeRosa""","Malloy""",Twardoski,DENVER,ORL,DEN,24,2019,2,G,3-Jun,175,1,0.8,3,2.8,1,0.8,4,4.4,9,9.6,4,3.8,0,0,0,0.4
Monte Morris,2,0,0,0,1,2,0,20,5,0,100,2,1,2,4,20:17,7,6,0,2,11/24/2018,279,33,30,16,26,23,19,24,32,98,105,"Wright""","Scott""",Moyer-Gleich,DENVER,DEN,OKC,19,2019,2,G,3-Jun,175,0,0.8,3,2.8,2,0.8,3,3.8,8,8.8,4,4.6,0,0,1,0.6
Emmanuel Mudiay,2,0,1,2,3,1,0,62.5,8,1,50,4,5,0,12,22:40,-21,2,0,0,11/18/2018,235,31,35,26,25,44,23,31,33,131,117,"Washington""","Williams""",Ford,ORLANDO,NYK,ORL,12,2019,4,G,5-Jun,200,1,2,6,2.6,2,0.4,8,4.4,19,10.6,0,1.8,2,0.8,2,1
Emmanuel Mudiay,2,50,4,2,2,2,2,66.7,9,0,100,2,6,2,16,24:16:00,7,4,0,0,11/20/2018,250,33,25,31,29,35,25,25,29,114,118,"Brothers""","Petraitis""",Goldenberg,PORTLAND,POR,NYK,24,2019,4,G,5-Jun,200,2,2,1,2.6,0,0.8,5,4.4,12,11.4,2,2.2,0,0.6,0,0.6
Emmanuel Mudiay,2,33.3,3,1,2,2,1,20,5,0,100,2,1,2,5,19:29,-6,2,1,0,11/21/2018,254,26,39,19,33,18,31,20,40,109,117,"Guthrie""","Kogut""",Green,NEW,NYK,BOS,12,2019,4,G,5-Jun,200,2,1.8,2,2.4,2,1,6,4.4,16,11.8,4,2.6,0,0.8,0,0.6
Jamal Murray,1,40,5,5,3,8,2,50,14,2,50,2,7,6,17,36:14:00,-8,9,1,0,11/19/2018,244,29,27,21,21,25,21,32,26,104,98,"Corbin""","Richardson""",Lewis,MILWAUKEE,DEN,MIL,40,2019,3,G,4-Jun,207,1,2.6,2,4,1,1.2,4,5.8,11,14.2,6,5.4,1,0.6,0,0.6
Jamal Murray,2,50,8,2,4,3,4,40,15,1,100,2,6,2,18,38:42:00,8,4,2,1,11/21/2018,259,23,27,35,18,25,31,18,27,101,103,"Lindsay""","Workman""",Tiven,DENVER,DEN,MIN,40,2019,3,G,4-Jun,207,5,2.4,8,3.6,2,2,7,5.6,17,15,9,5.8,1,1,0,0.4
Jamal Murray,1,20,5,4,2,5,1,38.9,18,0,33,3,7,5,16,35:47:00,37,6,1,2,11/23/2018,273,19,22,27,19,21,33,26,32,112,87,"DeRosa""","Malloy""",Twardoski,DENVER,ORL,DEN,36,2019,3,G,4-Jun,207,2,2.6,3,4.4,4,2.2,6,5.6,18,15.2,4,6,2,1.2,1,0.6
Jamal Murray,2,33.3,6,3,1,8,2,39.1,23,2,100,2,9,6,22,39:40:00,4,8,0,0,11/24/2018,279,33,30,16,26,23,19,24,32,98,105,"Wright""","Scott""",Moyer-Gleich,DENVER,DEN,OKC,41,2019,3,G,4-Jun,207,4,3,5,5.2,1,2,7,6.6,16,16.8,6,6.6,1,1,2,0.6
Mike Muscala,9,66.7,3,0,3,5,2,66.7,6,3,82,11,4,2,19,22:55,4,0,0,0,11/19/2018,241,36,26,24,28,26,31,35,27,119,114,"Capers""","Boland""",Goldenberg,PHILADELPHIA,PHX,PHI,19,2019,6,F-C,11-Jun,240,2,1,6,5.6,1,2,2,2.8,6,10.4,2,1,0,0.2,2,0.6
Mike Muscala,1,66.7,3,0,4,2,2,66.7,3,1,50,2,2,1,7,16:39,-8,2,1,0,11/21/2018,252,23,34,30,33,38,29,29,25,121,120,"Brown""","Scott""",Smith,PHILADELPHIA,NOP,PHI,18,2019,6,F-C,11-Jun,240,0,1,5,4.4,2,1.8,4,2.6,19,9.2,0,1.2,0,0.4,0,0.6
Abdel Nader,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3:09,3,1,0,0,11/21/2018,263,23,37,27,36,18,28,33,16,95,123,"Malloy""","Buchert""",Twardoski,OKLAHOMA,OKC,GSW,2,2019,2,F,6-Jun,230,0,0.4,3,0.6,0,0,2,0.6,4,1.2,0,0.2,1,0.2,0,0.2
Larry Nance,0,0,1,1,3,5,0,50,4,2,0,0,2,3,4,19:52,-28,1,0,1,11/19/2018,239,27,19,23,33,38,28,27,20,113,102,"Foster""","Tiven""",Acosta,DETROIT,CLE,DET,13,2019,4,F-C,9-Jun,230,3,1.6,6,8.6,1,0.4,3,2.4,10,5.8,5,1.8,2,1.6,4,1.4
Larry Nance,1,0,1,1,1,9,0,37.5,8,1,100,1,3,8,7,17:59,10,5,0,1,11/21/2018,255,24,25,32,28,28,24,29,24,105,109,"Callahan""","DeRosa""",Taylor,LOS,LAL,CLE,25,2019,4,F-C,9-Jun,230,1,1.4,5,9.2,0,0.4,2,2.4,4,6,1,2.6,0,1.4,1,1.6
Larry Nance,3,100,1,1,4,8,1,66.7,3,3,75,4,2,5,8,18:24,-1,1,1,1,11/24/2018,276,30,28,25,25,29,34,30,24,117,108,"Goble""","Kogut""",Goldenberg,CLEVELAND,HOU,CLE,22,2019,4,F-C,9-Jun,230,1,1.4,9,8,0,0.6,3,2.6,7,7.2,5,2.6,0,0.8,1,1.6
Shabazz Napier,0,0,1,0,1,1,0,60,5,1,0,0,3,0,6,9:17,-11,1,0,0,11/20/2018,249,20,19,35,30,13,29,35,15,92,104,"Orr""","Washington""",Williams,BROOKLYN,BKN,MIA,9,2019,5,G,1-Jun,175,3,0.6,0,1.4,0,0.2,0,2.4,1,6.4,0,1,1,0.4,0,0.4
Shabazz Napier,0,100,2,1,1,1,2,60,5,1,0,0,3,0,8,16:33,-1,1,0,0,11/21/2018,260,32,18,31,32,34,27,24,34,119,113,"Phillips""","Collins""",Dagher,DALLAS,BKN,DAL,14,2019,5,G,1-Jun,175,0,0.8,1,1.6,0,0.6,3,2.6,6,7.2,1,1,0,0.4,0,0.4
Shabazz Napier,1,75,4,3,1,6,3,80,5,1,100,1,4,5,12,17:22,0,1,1,1,11/23/2018,264,22,32,35,23,26,23,23,30,102,112,"Boland""","Guthrie""",Petraitis,MINNESOTA,MIN,BKN,28,2019,5,G,1-Jun,175,1,1.4,1,2.4,2,1,3,2.4,8,7,1,0.8,0,0.6,0,0.2
Raul Neto,0,0,2,1,0,0,0,33.3,3,0,0,0,1,0,2,9:28,-10,2,0,1,11/19/2018,240,19,28,23,24,32,25,29,35,121,94,"Fraher""","Barnaky""",Taylor,INDIANA,UTA,IND,7,2019,4,G,1-Jun,179,,,,,,,,,,,,,,,,
Raul Neto,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:44,-3,0,0,0,11/21/2018,262,34,26,24,35,23,31,29,27,110,119,"Mauer""","Dalen""",Lane,SACRAMENTO,SAC,UTA,0,2019,4,G,1-Jun,179,1,,0,,0,,1,,2,,2,,0,,1,
Nerlens Noel,0,0,0,1,2,6,0,50,4,2,0,0,2,4,4,11:29,12,0,2,1,11/17/2018,232,30,17,32,31,25,17,23,35,100,110,"Callahan""","Wall""",Collins,OKLAHOMA,OKC,PHX,18,2019,5,C-F,11-Jun,228,1,1.2,5,5.6,0,0,1,1.6,2,3.8,2,1,2,1.6,1,0.8
Nerlens Noel,0,0,0,0,1,3,0,66.7,3,2,0,0,2,1,4,14:33,0,0,2,0,11/21/2018,263,23,37,27,36,18,28,33,16,95,123,"Malloy""","Buchert""",Twardoski,OKLAHOMA,OKC,GSW,13,2019,5,C-F,11-Jun,228,1,1,6,5.2,0,0,2,1.8,4,4.2,0,0.6,2,1.6,1,0.6
Nerlens Noel,0,0,0,1,2,3,0,50,2,0,0,0,1,3,2,10:39,-8,0,0,0,11/23/2018,271,31,26,23,24,33,29,27,20,109,104,"Washington""","Maddox""",Acosta,OKLAHOMA,CHA,OKC,4,2019,5,C-F,11-Jun,228,0,0.6,3,4.6,0,0,2,1.8,4,4.2,0,0.6,2,1.4,0,0.4
Nerlens Noel,0,0,0,0,2,5,0,100,2,3,0,0,2,2,4,10:42,-2,1,0,1,11/24/2018,279,33,30,16,26,23,19,24,32,98,105,"Wright""","Scott""",Moyer-Gleich,DENVER,DEN,OKC,14,2019,5,C-F,11-Jun,228,1,0.6,3,4.4,0,0,1,1.6,2,3.2,0,0.6,0,1.2,0,0.6
Frank Ntilikina,0,0,0,0,2,2,0,0,1,0,0,0,0,2,0,21:31,10,2,0,1,11/18/2018,235,31,35,26,25,44,23,31,33,131,117,"Washington""","Williams""",Ford,ORLANDO,NYK,ORL,8,2019,2,G,5-Jun,190,0,0.4,2,1.8,0,0,2,1.2,4,2.4,2,1.6,0,0.4,0,0.2
Frank Ntilikina,0,20,5,1,3,4,1,42.9,7,0,0,0,3,4,7,27:32:00,-8,1,0,0,11/20/2018,250,33,25,31,29,35,25,25,29,114,118,"Brothers""","Petraitis""",Goldenberg,PORTLAND,POR,NYK,14,2019,2,G,5-Jun,190,0,0.6,2,2.2,0,0.2,0,1.4,0,3,2,1.4,0,0.4,1,0.2
Frank Ntilikina,0,0,2,2,4,1,0,50,6,0,0,0,3,1,6,27:08:00,10,1,0,0,11/21/2018,254,26,39,19,33,18,31,20,40,109,117,"Guthrie""","Kogut""",Green,NEW,NYK,BOS,7,2019,2,G,5-Jun,190,1,0.6,4,2.2,1,0.2,3,2,7,4.2,1,1.6,0,0.2,0,0.2
Jusuf Nurkic,7,0,1,1,2,14,0,37.5,8,3,78,9,3,11,13,31:08:00,27,8,1,0,11/18/2018,236,32,30,29,28,25,16,29,39,109,119,"Washington""","Forte""",Orr,PORTLAND,POR,WAS,34,2019,5,C,Jul-00,280,4,3,11,13.4,0,0,5,5.6,13,15.6,0,2.4,1,1.4,0,0.6
Jusuf Nurkic,1,0,1,1,2,11,0,42.9,14,4,25,4,6,7,13,30:34:00,-4,4,2,2,11/20/2018,250,33,25,31,29,35,25,25,29,114,118,"Brothers""","Petraitis""",Goldenberg,PORTLAND,POR,NYK,40,2019,5,C,Jul-00,280,1,2.4,14,13.4,0,0,3,5.8,13,15.6,8,3.2,1,1.6,0,1
Jusuf Nurkic,4,0,1,3,2,6,0,75,8,4,80,5,6,2,16,21:45,-24,0,1,0,11/21/2018,258,20,30,29,21,31,41,37,34,143,100,"Fraher""","Blair""",Nansel,MILWAUKEE,POR,MIL,18,2019,5,C,Jul-00,280,1,2.2,11,11.2,0,0,6,5.4,13,15.2,4,2.6,2,1.8,2,1
Jusuf Nurkic,6,0,0,0,4,7,0,53.3,15,3,60,10,8,4,22,27:38:00,-19,1,0,2,11/23/2018,274,27,17,29,24,24,35,33,33,125,97,"Mauer""","Dalen""",Lane,GOLDEN,POR,GSW,31,2019,5,C,Jul-00,280,3,1.8,6,9.8,0,0,6,5.6,16,15.4,0,2.6,1,1,0,0.8
David Nwaba,3,0,1,0,4,4,0,33.3,6,1,60,5,2,3,7,21:37,16,0,0,1,11/19/2018,239,27,19,23,33,38,28,27,20,113,102,"Foster""","Tiven""",Acosta,DETROIT,CLE,DET,11,2019,3,G,4-Jun,209,1,0.4,7,5,0,0.4,5,4,11,10.4,1,0.8,1,0.6,2,1.4
David Nwaba,2,16.7,6,1,5,3,1,28.6,7,1,67,3,2,2,7,23:35,-4,1,0,1,11/21/2018,255,24,25,32,28,28,24,29,24,105,109,"Callahan""","DeRosa""",Taylor,LOS,LAL,CLE,14,2019,3,G,4-Jun,209,0,0.4,4,4.2,0,0.6,2,3.4,7,9.6,0,0.8,0,0.4,1,1.2
David Nwaba,2,0,5,1,4,4,0,31.3,16,3,50,4,5,1,12,38:27:00,11,0,1,2,11/24/2018,276,30,28,25,25,29,34,30,24,117,108,"Goble""","Kogut""",Goldenberg,CLEVELAND,HOU,CLE,22,2019,3,G,4-Jun,209,1,0.6,3,4.6,1,0.6,2,4.2,7,11,1,0.8,0,0.4,1,1.4
Semi Ojeleye,1,20,5,4,1,5,1,27.3,11,0,50,2,3,5,8,23:33,11,0,0,0,11/23/2018,267,45,16,21,32,23,22,19,32,96,114,"Wright""","Tiven""",Goldenberg,BOSTON,BOS,ATL,10,2019,2,F,7-Jun,241,0,1.6,2,2.6,0,0.2,1,1.8,2,4,0,0,0,0,1,0.4
Semi Ojeleye,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,18:33,0,1,0,0,11/24/2018,280,26,30,26,22,32,27,28,26,113,104,"Callahan""","Smith""",Goble,DALLAS,BOS,DAL,5,2019,2,F,7-Jun,241,4,1.2,5,2.8,1,0.2,3,1.4,8,3.2,0,0.2,0,0,0,0.4
Jahlil Okafor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:48,-2,0,0,0,11/19/2018,245,39,28,30,29,30,38,40,32,140,126,"Smith""","Wright""",Kogut,NEW,SAS,NOP,0,2019,4,C-F,11-Jun,275,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
Jahlil Okafor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:03,0,0,0,0,11/21/2018,252,23,34,30,33,38,29,29,25,121,120,"Brown""","Scott""",Smith,PHILADELPHIA,NOP,PHI,0,2019,4,C-F,11-Jun,275,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Olynyk,0,50,2,0,0,2,1,50,2,0,0,0,1,2,3,8:30,-10,0,0,0,11/18/2018,234,34,33,25,21,21,31,24,21,97,113,"Wood""","Davis""",Scott,LOS,LAL,MIA,7,2019,6,C-F,Jul-00,238,2,2.2,6,4.2,0,0.8,0,1.6,0,5.8,1,1.6,0,0.2,1,0.4
Kelly Olynyk,1,0,3,1,2,2,0,25,4,0,50,2,1,2,3,12:35,4,0,1,0,11/23/2018,270,28,32,18,25,26,13,30,27,96,103,"Mott""","Wall""",Goble,MIAMI,MIA,CHI,6,2019,6,C-F,Jul-00,238,0,2,2,4.4,1,0.6,1,1.6,3,5.4,0,1.2,0,0.4,0,0.4
Cedi Osman,3,33.3,3,1,2,3,1,37.5,8,0,60,5,3,3,10,30:16:00,-15,2,0,1,11/19/2018,239,27,19,23,33,38,28,27,20,113,102,"Foster""","Tiven""",Acosta,DETROIT,CLE,DET,17,2019,2,F,8-Jun,210,2,1.6,4,4.4,0,0.4,2,2.4,4,5.8,3,1.6,1,0.4,1,0.6
Cedi Osman,2,71.4,7,0,4,7,5,53.8,13,1,100,2,7,6,21,42:25:00,-12,2,1,0,11/21/2018,255,24,25,32,28,28,24,29,24,105,109,"Callahan""","DeRosa""",Taylor,LOS,LAL,CLE,42,2019,2,F,8-Jun,210,1,1,3,3.8,1,1.2,3,2.8,10,7.8,2,2,0,0.6,1,0.6
Cedi Osman,5,0,3,1,3,3,0,16.7,6,0,100,5,1,3,7,23:25,14,3,0,2,11/24/2018,276,30,28,25,25,29,34,30,24,117,108,"Goble""","Kogut""",Goldenberg,CLEVELAND,HOU,CLE,15,2019,2,F,8-Jun,210,0,1.2,7,4.2,5,1.2,7,3,21,9.2,2,2.6,1,0.6,0,1
