Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year,Years,Pos,Ht,Wt
Caris LeVert,5,66.7,6,1,5,4,4,58.8,17,1,71.4,7,10,3,29,30:15:00,-18,2,1,3,2-Nov-18,117,25,31,35,28,32,29,25,25,111,119,"Malloy""","Maddox""",Adair,HOUSTON,HOU,BKN,50,2019,3,G-F,7-Jun,203
Damian Lillard,4,28.6,7,3,4,1,2,38.5,13,0,100,4,5,1,16,32:50:00,-13,2,1,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,20,2019,7,G,3-Jun,195
Damian Lillard,5,50,2,3,2,3,1,80,10,0,100,5,8,3,22,27:36:00,20,7,0,1,30-Oct-18,100,19,32,34,19,15,21,26,23,85,104,"Callahan""","Barnaky""",Sterling,PORTLAND,POR,HOU,32.5,2019,7,G,3-Jun,195
Damian Lillard,8,57.1,7,4,3,7,4,43.8,16,2,100,8,7,5,26,30:59:00,12,6,0,1,1-Nov-18,115,31,34,34,20,35,35,32,30,132,119,"Wood""","Lewis""",Lane,PORTLAND,NOP,POR,41,2019,7,G,3-Jun,195
Jeremy Lin,2,0,1,1,0,2,0,50,4,0,100,2,2,2,6,9:19,-6,0,0,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,5,2019,9,G,3-Jun,200
Jeremy Lin,2,33.3,6,2,3,1,2,36.4,11,0,100,2,4,1,12,23:30,0,8,0,1,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,28,2019,9,G,3-Jun,200
Jeremy Lin,5,28.6,7,4,4,1,2,61.5,13,0,71.4,7,8,1,23,23:11,-28,1,1,1,1-Nov-18,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,26.5,2019,9,G,3-Jun,200
Kevon Looney,0,0,0,2,1,3,0,66.7,3,2,0,0,2,1,4,12:25,11,0,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""","Richardson""",Ford,GOLDEN,GSW,BKN,5,2019,4,F-C,9-Jun,220
Kevon Looney,1,0,0,0,0,5,0,60,5,0,50,2,3,5,7,17:17,-6,0,0,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""","Wright""",Workman,GOLDEN,GSW,CHI,11,2019,4,F-C,9-Jun,220
Kevon Looney,0,0,0,0,2,6,0,66.7,3,4,0,2,2,2,4,21:21,16,3,0,1,31-Oct-18,107,37,26,29,29,43,27,37,24,131,121,"Garretson""","Richardson""",Orr,GOLDEN,NOP,GSW,17.5,2019,4,F-C,9-Jun,220
Kevon Looney,1,0,0,0,0,6,0,0,1,2,50,2,0,4,1,15:28,-3,0,2,0,2-Nov-18,123,32,26,29,12,36,25,22,33,116,99,"Foster""","Dalen""",Barnaky,GOLDEN,MIN,GSW,12,2019,4,F-C,9-Jun,220
Brook Lopez,2,20,5,1,2,4,1,30,10,1,100,2,3,3,9,28:39:00,6,1,1,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,16.5,2019,11,C,Jul-00,275
Brook Lopez,0,0,3,2,1,5,0,25,4,0,0,0,1,5,2,23:30,-5,0,2,1,1-Nov-18,114,16,37,25,35,23,32,38,24,117,113,"Washington""","Lindsay""",Ervin,BOSTON,MIL,BOS,14,2019,11,C,Jul-00,275
Robin Lopez,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3:54,-6,1,2,0,2-Nov-18,119,22,38,27,20,37,21,22,25,105,107,"Fraher""","Scott""",Twardoski,INDIANA,IND,CHI,9.5,2019,11,C,Jul-00,255
Kyle Lowry,3,0,9,4,3,6,0,21.4,14,2,60,5,3,4,9,34:09:00,-10,15,1,2,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,39.5,2019,13,G,Jun-00,205
Kyle Lowry,3,42.9,7,5,3,3,3,50,14,0,75,4,7,3,20,37:26:00,20,12,0,1,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,42,2019,13,G,Jun-00,205
Kyle Lowry,2,20,5,3,3,6,1,44.4,9,2,100,2,4,4,11,31:52:00,5,12,0,2,2-Nov-18,122,23,25,29,30,26,26,19,27,98,107,"Garretson""","Richardson""",Brown,TORONTO,TOR,PHX,38,2019,13,G,Jun-00,205
Tyler Lydon,1,0,0,0,1,0,0,0,0,0,50,2,0,0,1,3:56,-6,0,0,0,1-Nov-18,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,0,2019,2,F,10-Jun,215
Trey Lyles,4,16.7,6,0,3,1,1,42.9,14,0,100,4,6,1,17,21:08,4,1,0,1,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,20.5,2019,4,F,10-Jun,234
Trey Lyles,0,33.3,3,2,2,10,1,44.4,9,3,0,1,4,7,9,20:03,-6,3,1,1,31-Oct-18,105,28,23,29,18,24,24,30,20,107,108,"Fitzgerald""","Maddox""",Van,DENVER,DEN,CHI,29.5,2019,4,F,10-Jun,234
Trey Lyles,2,0,3,2,1,8,0,38.5,13,2,100,2,5,6,12,24:38:00,10,1,1,1,1-Nov-18,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,23.5,2019,4,F,10-Jun,234
Shelvin Mack,2,66.7,3,0,2,2,2,62.5,8,0,100,2,5,2,14,29:38:00,11,8,0,1,30-Oct-18,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,33,2019,8,G,3-Jun,203
Shelvin Mack,1,66.7,6,3,1,6,4,63.6,11,0,100,1,7,6,19,33:11:00,12,3,0,0,2-Nov-18,121,29,24,30,27,31,29,18,22,100,110,"Mauer""","Buchert""",Acosta,MEMPHIS,MEM,UTA,33.5,2019,8,G,3-Jun,203
Ian Mahinmi,5,0,0,2,4,7,0,60,5,3,83.3,6,3,4,11,28:53:00,-24,0,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""","Cutler""",Orr,LA,WAS,LAC,11,2019,12,C,11-Jun,250
Ian Mahinmi,3,0,0,0,4,6,0,66.7,3,1,75,4,2,5,7,20:12,-19,0,0,0,30-Oct-18,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,10,2019,12,C,11-Jun,250
Ian Mahinmi,0,0,0,1,2,2,0,50,2,1,0,0,1,1,2,5:18,-12,0,0,0,2-Nov-18,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,3,2019,12,C,11-Jun,250
Thon Maker,1,50,4,2,1,7,2,57.1,7,0,50,2,4,7,11,23:13,6,2,1,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,25,2019,3,F-C,1-Jul,216
Boban Marjanovic,1,0,1,1,3,9,0,85.7,7,2,100,1,6,7,13,11:50,12,1,2,1,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""","Cutler""",Orr,LA,WAS,LAC,30.5,2019,4,C,3-Jul,290
Boban Marjanovic,3,0,0,3,4,2,0,50,2,1,50,6,1,1,5,10:21,0,1,3,0,30-Oct-18,102,33,34,10,33,25,29,39,35,128,110,"Brown""","Forte""",Van,OKLAHOMA,LAC,OKC,11.5,2019,4,C,3-Jul,290
Boban Marjanovic,5,0,0,3,4,11,0,71.4,7,2,83.3,6,5,9,15,22:39,5,1,3,1,1-Nov-18,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,31.5,2019,4,C,3-Jul,290
Boban Marjanovic,2,0,0,2,2,11,0,57.1,7,3,33.3,6,4,8,10,22:31,4,2,0,0,2-Nov-18,116,22,35,30,33,22,22,28,23,95,120,"Corbin""","Ayotte""",Sterling,LA,LAC,ORL,20,2019,4,C,3-Jul,290
Jarell Martin,0,0,0,0,2,1,0,60,5,0,0,0,3,1,6,8:22,-6,0,0,0,2-Nov-18,116,22,35,30,33,22,22,28,23,95,120,"Corbin""","Ayotte""",Sterling,LA,LAC,ORL,7,2019,4,F,10-Jun,239
Frank Mason,1,33.3,3,0,3,3,1,25,8,0,33.3,3,2,3,6,17:36,-3,5,0,1,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""","Blair""",Sterling,SACRAMENTO,SAC,MIA,20.5,2019,2,G,Jun-00,189
Frank Mason,3,0,2,2,2,0,0,28.6,7,0,100,3,2,0,7,20:47,11,5,0,2,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""","Zarba""",Nansel,SACRAMENTO,SAC,ORL,15.5,2019,2,G,Jun-00,189
Frank Mason,4,0,4,0,3,1,0,0,6,0,66.7,6,0,1,4,12:39,-7,5,0,1,1-Nov-18,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,11.5,2019,2,G,Jun-00,189
Wesley Matthews,10,50,4,0,1,7,2,29.4,17,2,83.3,12,5,5,22,35:51:00,0,1,0,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""","Fraher""",Dalen,UTAH,UTA,DAL,27.5,2019,10,G,5-Jun,220
Wesley Matthews,2,0,4,2,4,2,0,30,10,0,100,2,3,2,8,39:03:00,14,3,0,0,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""","Barnaky""",Goldenberg,SAN,DAL,SAS,10.5,2019,10,G,5-Jun,220
Wesley Matthews,1,40,10,2,3,1,4,53.3,15,0,100,1,8,1,21,31:38:00,9,1,0,2,31-Oct-18,108,21,38,22,32,38,28,28,20,114,113,"Mott""","Lane""",Acosta,LOS,DAL,LAL,34.5,2019,10,G,5-Jun,220
Wesley Matthews,4,33.3,3,1,3,3,1,33.3,6,0,80,5,2,3,9,31:06:00,-20,4,0,1,2-Nov-18,120,33,23,33,29,27,32,18,29,106,118,"Smith""","Blair""",Tiven,NEW,NYK,DAL,18,2019,10,G,5-Jun,220
CJ McCollum,2,20,5,1,0,6,1,46.7,15,2,100,2,7,4,17,32:30:00,-7,1,1,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,26.5,2019,6,G,3-Jun,190
CJ McCollum,2,50,6,1,1,4,3,53.8,13,0,100,2,7,4,19,27:36:00,20,2,1,0,30-Oct-18,100,19,32,34,19,15,21,26,23,85,104,"Callahan""","Barnaky""",Sterling,PORTLAND,POR,HOU,32,2019,6,G,3-Jun,190
CJ McCollum,4,0,3,4,3,2,0,25,8,0,66.7,6,2,2,8,29:47:00,12,4,0,1,1-Nov-18,115,31,34,34,20,35,35,32,30,132,119,"Wood""","Lewis""",Lane,PORTLAND,NOP,POR,11,2019,6,G,3-Jun,190
Doug McDermott,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,10:33,-14,0,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,0,2019,5,F,8-Jun,225
Doug McDermott,0,50,2,0,1,0,1,50,2,0,0,0,1,0,3,12:35,-2,0,0,0,31-Oct-18,104,28,22,27,30,25,27,29,20,101,107,"Brothers""","Cutler""",Taylor,INDIANA,IND,NYK,5,2019,5,F,8-Jun,225
Doug McDermott,0,50,4,0,0,0,2,50,4,0,0,0,2,0,6,14:29,-4,2,0,1,2-Nov-18,119,22,38,27,20,37,21,22,25,105,107,"Fraher""","Scott""",Twardoski,INDIANA,IND,CHI,16,2019,5,F,8-Jun,225
JaVale McGee,1,0,0,3,3,5,0,75,8,2,50,2,6,3,13,30:52:00,-6,0,3,2,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""","Lindsay""",Smith,MINNESOTA,LAL,MIN,29,2019,11,C,Jul-00,270
JaVale McGee,0,0,0,3,5,15,0,53.3,15,5,0,0,8,10,16,35:02:00,18,1,5,2,31-Oct-18,108,21,38,22,32,38,28,28,20,114,113,"Mott""","Lane""",Acosta,LOS,DAL,LAL,50.5,2019,11,C,Jul-00,270
Rodney McGruder,0,25,4,2,3,2,1,37.5,8,0,0,0,3,2,7,32:22:00,-12,6,0,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""","Blair""",Sterling,SACRAMENTO,SAC,MIA,18,2019,3,G,4-Jun,205
Rodney McGruder,0,50,6,1,3,3,3,38.5,13,0,0,0,5,3,13,34:59:00,-11,2,0,2,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,30,2019,3,G,4-Jun,205
Alfonzo McKinnie,0,50,2,1,2,5,1,80,5,1,0,0,4,4,9,16:53,12,0,1,1,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""","Richardson""",Ford,GOLDEN,GSW,BKN,21,2019,2,F,8-Jun,215
Alfonzo McKinnie,1,66.7,6,0,4,10,4,46.7,15,5,25,4,7,5,19,26:59:00,13,1,1,0,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""","Wright""",Workman,GOLDEN,GSW,CHI,40.5,2019,2,F,8-Jun,215
Alfonzo McKinnie,1,0,1,2,4,5,0,66.7,3,2,50,2,2,3,5,10:56,4,1,0,0,31-Oct-18,107,37,26,29,29,43,27,37,24,131,121,"Garretson""","Richardson""",Orr,GOLDEN,NOP,GSW,8.5,2019,2,F,8-Jun,215
Alfonzo McKinnie,0,100,2,0,5,8,2,75,4,3,0,0,3,5,8,27:22:00,8,0,0,0,2-Nov-18,123,32,26,29,12,36,25,22,33,116,99,"Foster""","Dalen""",Barnaky,GOLDEN,MIN,GSW,20,2019,2,F,8-Jun,215
Ben McLemore,0,100,1,1,3,0,1,50,2,0,0,0,1,0,3,6:22,2,0,0,0,1-Nov-18,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,4,2019,6,G,5-Jun,195
Khris Middleton,2,44.4,9,3,4,4,4,36.4,11,0,66.7,3,4,4,14,31:15:00,18,8,0,2,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,39,2019,7,F-G,8-Jun,234
Khris Middleton,1,30,10,3,2,4,3,33.3,18,1,100,1,6,3,16,34:17:00,-11,5,0,2,1-Nov-18,114,16,37,25,35,23,32,38,24,117,113,"Washington""","Lindsay""",Ervin,BOSTON,MIL,BOS,35.5,2019,7,F-G,8-Jun,234
Patty Mills,0,50,4,2,0,3,2,44.4,9,0,0,0,4,3,10,34:05:00,3,2,0,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""","Barnaky""",Goldenberg,SAN,DAL,SAS,21,2019,10,G,Jun-00,185
Patty Mills,4,33.3,3,2,3,1,1,33.3,6,0,100,4,2,1,9,20:22,5,1,0,1,31-Oct-18,109,28,32,34,26,15,24,27,24,90,120,"Mauer""","Dalen""",Buchert,SAN,SAS,PHX,10.5,2019,10,G,Jun-00,185
Paul Millsap,4,50,4,3,2,8,2,50,12,3,100,4,6,5,18,26:52:00,1,3,1,1,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,33.5,2019,13,F,8-Jun,246
Paul Millsap,2,50,2,1,2,6,1,61.5,13,1,66.7,3,8,5,19,32:57:00,7,1,3,0,31-Oct-18,105,28,23,29,18,24,24,30,20,107,108,"Fitzgerald""","Maddox""",Van,DENVER,DEN,CHI,34.5,2019,13,F,8-Jun,246
Paul Millsap,3,100,1,0,3,6,1,66.7,9,2,75,4,6,4,16,20:50,11,1,0,1,1-Nov-18,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,25.5,2019,13,F,8-Jun,246
Nikola Mirotic,0,27.3,11,2,1,10,3,41.2,17,0,0,2,7,10,17,37:53:00,-4,2,1,3,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,46,2019,5,F,10-Jun,220
Nikola Mirotic,4,28.6,7,1,4,12,2,66.7,15,3,80,5,10,9,26,31:51:00,5,1,0,2,31-Oct-18,107,37,26,29,29,43,27,37,24,131,121,"Garretson""","Richardson""",Orr,GOLDEN,NOP,GSW,44.5,2019,5,F,10-Jun,220
Nikola Mirotic,5,16.7,6,1,2,13,1,30,20,6,83.3,6,6,7,18,35:47:00,-18,3,2,1,1-Nov-18,115,31,34,34,20,35,35,32,30,132,119,"Wood""","Lewis""",Lane,PORTLAND,NOP,POR,40.5,2019,5,F,10-Jun,220
Donovan Mitchell,0,0,3,5,5,1,0,52.6,19,1,0,0,10,0,20,35:04:00,-8,4,1,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""","Fraher""",Dalen,UTAH,UTA,DAL,28,2019,2,G,3-Jun,211
Donovan Mitchell,3,60,5,1,2,1,3,41.7,24,1,100,3,10,0,26,30:52:00,-6,5,1,1,31-Oct-18,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,42.5,2019,2,G,3-Jun,211
Malik Monk,2,66.7,6,1,4,2,4,70,10,0,100,2,7,2,20,23:36,1,1,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,28.5,2019,2,G,3-Jun,200
Malik Monk,3,33.3,12,3,3,0,4,46.7,15,0,100,3,7,0,21,23:00,-3,2,0,1,1-Nov-18,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,29,2019,2,G,3-Jun,200
Greg Monroe,0,0,0,0,1,4,0,0,4,2,0,0,0,2,0,4:49,7,0,0,0,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,4,2019,9,C-F,11-Jun,265
Greg Monroe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0:56,-5,0,0,0,2-Nov-18,122,23,25,29,30,26,26,19,27,98,107,"Garretson""","Richardson""",Brown,TORONTO,TOR,PHX,-1,2019,9,C-F,11-Jun,265
Marcus Morris,3,50,4,4,4,9,2,45.5,11,1,75,4,5,8,15,30:57:00,0,2,0,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""","Taylor""",Twardoski,BOSTON,DET,BOS,27,2019,8,F,9-Jun,235
Marcus Morris,0,62.5,8,2,3,5,5,54.5,11,2,0,0,6,3,17,24:21:00,-8,1,1,1,1-Nov-18,114,16,37,25,35,23,32,38,24,117,113,"Washington""","Lindsay""",Ervin,BOSTON,MIL,BOS,37.5,2019,8,F,9-Jun,235
Markieff Morris,0,0,3,0,1,1,0,0,4,0,0,0,0,1,0,13:39,-6,0,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""","Cutler""",Orr,LA,WAS,LAC,1,2019,8,F,10-Jun,245
Markieff Morris,0,0,2,0,1,2,0,33.3,6,0,0,0,2,2,4,28:40:00,-9,4,0,1,2-Nov-18,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,15,2019,8,F,10-Jun,245
Monte Morris,0,25,4,2,1,0,1,33.3,9,0,0,0,3,0,7,24:11:00,2,2,0,3,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,19,2019,2,G,3-Jun,175
Monte Morris,2,0,1,0,2,2,0,16.7,6,1,100,2,1,1,4,24:35:00,-4,2,0,0,31-Oct-18,105,28,23,29,18,24,24,30,20,107,108,"Fitzgerald""","Maddox""",Van,DENVER,DEN,CHI,7,2019,2,G,3-Jun,175
Monte Morris,0,100,1,1,1,3,1,42.9,7,1,0,0,3,2,7,22:11,5,3,0,2,1-Nov-18,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,21.5,2019,2,G,3-Jun,175
Emmanuel Mudiay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:24,4,0,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""","Guthrie""",Goble,NEW,BKN,NYK,0,2019,4,G,5-Jun,200
Emmanuel Mudiay,0,0,2,1,1,2,0,60,5,1,0,0,3,1,6,15:58,5,4,0,3,2-Nov-18,120,33,23,33,29,27,32,18,29,106,118,"Smith""","Blair""",Tiven,NEW,NYK,DAL,22,2019,4,G,5-Jun,200
Jamal Murray,3,40,5,3,1,5,2,47.4,19,1,100,3,9,4,23,38:52:00,4,2,1,5,29-Oct-18,94,24,21,31,35,20,38,26,32,116,111,"Mauer""","Mott""",Buchert,DENVER,NOP,DEN,47,2019,3,G,4-Jun,207
Jamal Murray,2,0,4,1,1,8,0,38.5,13,1,100,2,5,7,12,43:31:00,9,6,1,0,31-Oct-18,105,28,23,29,18,24,24,30,20,107,108,"Fitzgerald""","Maddox""",Van,DENVER,DEN,CHI,29,2019,3,G,4-Jun,207
Jamal Murray,0,0,1,1,0,1,0,62.5,8,0,0,0,5,1,10,22:44,10,3,0,0,1-Nov-18,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,14.5,2019,3,G,4-Jun,207
Mike Muscala,0,66.7,6,1,1,5,4,71.4,7,1,0,0,5,4,14,18:52,7,0,1,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,29,2019,6,F-C,11-Jun,240
Mike Muscala,5,33.3,3,1,1,5,1,60,5,2,100,5,3,3,12,16:03,-17,1,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,14.5,2019,6,F-C,11-Jun,240
Mike Muscala,1,50,2,1,5,2,1,25,4,0,100,1,1,2,4,23:43,13,3,0,0,1-Nov-18,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,10.5,2019,6,F-C,11-Jun,240
Abdel Nader,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:57,-9,0,0,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""","Taylor""",Twardoski,OKLAHOMA,PHX,OKC,0,2019,2,F,6-Jun,230
Abdel Nader,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2:00,-1,0,0,1,30-Oct-18,102,33,34,10,33,25,29,39,35,128,110,"Brown""","Forte""",Van,OKLAHOMA,LAC,OKC,3,2019,2,F,6-Jun,230
Abdel Nader,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2:18,-3,0,0,0,2-Nov-18,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,-1,2019,2,F,6-Jun,230
Larry Nance,3,0,0,0,2,1,0,37.5,8,0,75,4,3,1,9,16:15,-10,3,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,11.5,2019,4,F-C,9-Jun,230
Larry Nance,2,0,0,0,4,3,0,37.5,8,2,100,2,3,1,8,18:34,-10,1,1,3,1-Nov-18,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,22.5,2019,4,F-C,9-Jun,230
Shabazz Napier,2,25,4,1,0,1,1,14.3,7,0,100,2,1,1,5,14:00,-11,3,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""","Richardson""",Ford,GOLDEN,GSW,BKN,9.5,2019,5,G,1-Jun,175
Shabazz Napier,4,100,2,1,1,0,2,50,6,0,100,4,3,0,12,18:53,3,3,0,1,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""","Guthrie""",Goble,NEW,BKN,NYK,18.5,2019,5,G,1-Jun,175
Shabazz Napier,1,0,1,1,1,0,0,0,3,0,50,2,0,0,1,5:43,-13,0,0,0,31-Oct-18,103,22,38,23,27,28,26,23,33,120,119,"Smith""","Williams""",Smith,BROOKLYN,DET,BKN,-1,2019,5,G,1-Jun,175
Shabazz Napier,2,75,4,0,3,2,3,42.9,7,1,100,2,3,1,11,16:24,9,0,0,0,2-Nov-18,117,25,31,35,28,32,29,25,25,111,119,"Malloy""","Maddox""",Adair,HOUSTON,HOU,BKN,17,2019,5,G,1-Jun,175
Georges Niang,3,66.7,3,0,3,1,2,80,5,0,100,3,4,1,13,13:30,5,0,0,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""","Fraher""",Dalen,UTAH,UTA,DAL,15,2019,3,F,8-Jun,230
Georges Niang,0,66.7,3,1,0,1,2,66.7,3,0,0,0,2,1,6,7:31,5,1,0,1,31-Oct-18,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,14.5,2019,3,F,8-Jun,230
Georges Niang,0,50,2,0,0,5,1,33.3,3,1,0,0,1,4,3,12:02,-9,0,0,1,2-Nov-18,121,29,24,30,27,31,29,18,22,100,110,"Mauer""","Buchert""",Acosta,MEMPHIS,MEM,UTA,13,2019,3,F,8-Jun,230
Nerlens Noel,2,0,0,1,3,15,0,64.3,14,6,66.7,3,9,9,20,25:51:00,19,2,1,4,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""","Taylor""",Twardoski,OKLAHOMA,PHX,OKC,50,2019,5,C-F,11-Jun,228
Nerlens Noel,0,0,0,0,6,2,0,33.3,3,0,0,0,1,2,2,8:54,-5,0,0,1,30-Oct-18,102,33,34,10,33,25,29,39,35,128,110,"Brown""","Forte""",Van,OKLAHOMA,LAC,OKC,7,2019,5,C-F,11-Jun,228
Nerlens Noel,0,0,0,0,0,2,0,100,2,1,0,0,2,1,4,8:40,-5,0,1,1,1-Nov-18,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,12,2019,5,C-F,11-Jun,228
Nerlens Noel,5,0,0,0,3,7,0,100,2,1,83.3,6,2,6,9,16:46,7,0,1,1,2-Nov-18,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,17,2019,5,C-F,11-Jun,228
Frank Ntilikina,3,60,5,0,2,5,3,38.5,13,1,100,3,5,4,16,31:35:00,15,4,1,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""","Guthrie""",Goble,NEW,BKN,NYK,33,2019,2,G,5-Jun,190
